# ,Vehicle Description, Device-ID ,Date ,Time ,OdometerKm,Lat/Lon ,Address ,Latest Batt %,Since Last Check-In
196,E2_KA04D5289_TANKER,e2_ka04d5289_tanker,26/5/2022,23:58:49,26327,12.9770/77.7114,Radha Hometel,,0d 00h 00m
197,N1_KA04D5126_TANKER,n1_ka04d5126_tanker,26/5/2022,23:58:50,14659,13.0621/77.5046,Bagalkunti,,0d 00h 00m
198,SW1_KA01B9896_TANKER,sw1_ka01b9896_tanker,26/5/2022,23:58:50,21898,12.9427/77.5759,Venus Residency,,0d 00h 00m
199,SE1_KA05D8227_TANKER,se1_ka05d8227_tanker,26/5/2022,23:58:51,47471,12.9613/77.6383,Domlur Bus Stop,,0d 00h 00m
200,SE3_KA04AA7687_DESILTING,se3_ka04aa7687_desilting,26/5/2022,23:58:51,16076,12.9277/77.6214,De-Oriell Hotel,,23d 18h 14m
201,SW3_KA04C5147_JETTING,sw3_ka04c5147_jetting,26/5/2022,23:58:51,22177,12.9430/77.5762,Venus Residency,,0d 00h 00m
202,S3_KA04D6654_JETTING,s3_ka04d6654_jetting,26/5/2022,23:58:51,20116,12.9158/77.6014,BTM Layout,,16d 09h 05m
203,W3_KA04D4156_JETTING,w3_ka04d4156_jetting,26/5/2022,23:58:51,19537,12.9276/77.5157,Kenchenahalli,,0d 00h 00m
204,S3_KA04D8086_TANKER,s3_ka04d8086_tanker,26/5/2022,23:58:52,57328,12.9160/77.6072,Samrudhii Suites,,0d 00h 01m
205,SE2_KA04AA7681_DESILTING,se2_ka04aa7681_desilting,26/5/2022,23:58:52,8725,12.9833/77.6492,Thippasandra,,0d 00h 00m
206,E1_KA04AA9026_DESILTING,e1_ka04aa9026_desilting,26/5/2022,23:58:52,12620,13.0205/77.6498,BÄbusÄhibpÄlya,,0d 00h 00m
207,C3_KA04D4276_JETTING,c3_ka04d4276_jetting,26/5/2022,23:58:53,15529,13.0015/77.6274,Seva Nagar,,0d 00h 00m
208,N3_KA04AA7682_DESILTING,n3_ka04aa7682_desilting,26/5/2022,23:58:53,46757,13.0591/77.5871,Chairman's Club & Resort,,0d 00h 00m
209,SE3_KA04AB5801_JETTING,se3_ka04ab5801_jetting,26/5/2022,23:58:54,12762,12.9277/77.6214,De-Oriell Hotel,,0d 00h 00m
210,NE2_KA04D4272_JETTING,ne2_ka04d4272_jetting,26/5/2022,23:58:54,17988,12.9903/77.5781,Seshadripuram,,0d 21h 05m
211,C3_KA03C5064_TANKER,c3_ka03c5064_tanker,26/5/2022,23:58:54,43180,13.0015/77.6275,Seva Nagar,,16d 08h 20m
213,SE2_KA04D4611_JETTING,se2_ka04d4611_jetting,26/5/2022,23:58:54,30566,12.9827/77.6496,Thippasandra,,0d 00h 00m
214,E1_KA02AC4521_JETTING,e1_ka02ac4521_jetting,26/5/2022,23:58:55,32483,13.0208/77.6499,BÄbusÄhibpÄlya,,0d 00h 00m
215,N1_KA04AA9031_DESILTING,n1_ka04aa9031_desilting,26/5/2022,23:58:55,11270,13.0622/77.5049,Bagalkunti,,0d 00h 00m
216,NE2_KA04B7110_TANKER,ne2_ka04b7110_tanker,26/5/2022,23:58:56,33535,13.0113/77.5675,Malleshwaram,,14d 18h 42m
217,SW3_KA05A8077_TANKER,sw3_ka05a8077_tanker,26/5/2022,23:58:56,24022,12.9429/77.5757,Venus Residency,,0d 00h 00m
218,WWM_KC1_KA53B3468_JETTING,wwm_kc1_ka53b3468_jetting,26/5/2022,23:58:56,1609344,12.9562/77.6433,Hare Krishna Residency,,0d 00h 00m
219,E2_KA04AA9023_DESILTING,e2_ka04aa9023_desilting,26/5/2022,23:58:56,12409,12.9771/77.7114,Radha Hometel,,5d 06h 39m
220,S3_KA04A9518_JETTING,s3_ka04a9518_jetting,26/5/2022,23:58:57,40789,12.9157/77.6013,BTM Layout 1st Stage,,0d 00h 00m
221,W2_KA04D4864_JETTING,w2_ka04d4864_jetting,26/5/2022,23:58:57,38213,12.9771/77.5108,Nagarbhavi,,0d 00h 01m
222,S1_KA05AD2936_DESILTING,s1_ka05ad2936_desilting,26/5/2022,23:58:57,1609344,12.9164/77.5727,Banashankari,,0d 00h 00m
223,C1_KA04C5126_JETTING,c1_ka04c5126_jetting,26/5/2022,23:58:58,17190,12.9739/77.5732,Balepette,,0d 00h 00m
224,SE1_KA04AB5794_JETTING,se1_ka04ab5794_jetting,26/5/2022,23:58:59,11180,12.9581/77.6123,Hotel Royal Heritage,,0d 00h 00m
225,W3_KA04D5156_JETTING,w3_ka04d5156_jetting,26/5/2022,23:58:59,1609344,12.9192/77.5221,Kenchenahalli,,0d 00h 00m
226,N2_KA04AB5791_JETTING,n2_ka04ab5791_jetting,26/5/2022,23:58:59,56560,13.1017/77.5859,Puttanahalli,,0d 00h 00m
227,SW2_KA04AB5797_JETTING,sw2_ka04ab5797_jetting,26/5/2022,23:58:59,8935,12.9302/77.5474,Srinivasa Nagar,,0d 00h 00m
228,E4_KA04AA7684_DESILTING,e4_ka04aa7684_desilting,26/5/2022,23:58:59,17023,12.9966/77.6765,K R Puram,,0d 00h 00m
229,SW3_KA05AD2942_DESILTING,sw3_ka05ad2942_desilting,26/5/2022,23:59:00,21120,12.9431/77.5761,Venus Residency,,0d 00h 00m
230,SW4_KA04AA9021_DESILTING,sw4_ka04aa9021_desilting,26/5/2022,23:59:01,6101,12.9355/77.5888,Jayanagar Swimming Pool,,0d 00h 00m
231,W4_KA02D3152_TANKER,w4_ka02d3152_tanker,26/5/2022,23:59:01,1609344,12.9553/77.5292,B.C.C Layout,,0d 00h 00m
232,E1_KA04D5122_TANKER,e1_ka04d5122_tanker,26/5/2022,23:59:01,26508,13.0208/77.6495,BÄbusÄhibpÄlya,,0d 00h 00m
233,SW1_KA04D4607_JETTING,sw1_ka04d4607_jetting,26/5/2022,23:59:01,14817,12.9596/77.5638,Raghavendra Colony,,0d 00h 00m
234,C2_KA04AD2944_DESILTING,c2_ka04ad2944_desilting,26/5/2022,23:59:01,61733,12.9875/77.5892,Hotel Chalukya,,25d 15h 07m
235,C1_KA04AA9013_DESILTING,c1_ka04aa9013_desilting,26/5/2022,23:59:01,2282,12.9738/77.5735,Balepette,,0d 00h 00m
236,W1_KA04D6653_JETTING,w1_ka04d6653_jetting,26/5/2022,23:59:01,11810,13.0100/77.5667,Malleshwaram,,0d 00h 00m
237,NE3_KA04C5140_JETTING,ne3_ka04c5140_jetting,26/5/2022,23:59:01,23205,13.0104/77.5670,Malleshwaram,,2d 00h 49m
1,NE1_KA04N1245_JEEP,ne1_ka04n1245_jeep,1/1/2014,6:13:00,25,,,,14d 18h 46m
2,NE1_KA04D5158_JETTING,ne1_ka04d5158_jetting,1/1/2014,13:30:01,,,,,0d 00h 00m
3,SE1_CAW210_TANKER,SE1_CAW210_Tanker,17/11/2016,15:51:15,58,12.9817/77.6284,Halsur,,2276d 22h 58m
4,SE1_CAW313_TANKER,SE1_CAW313_Tanker,23/11/2016,12:43:25,772,12.9817/77.6284,Halsur,,2255d 19h 01m
5,NE3_KA04AA1789_DESILTING,ne3_ka04aa1789_desilting,30/10/2018,14:37:57,,13.0247/77.5948,RT Nagar,,1513d 19h 54m
6,SW2_CAW311_TANKER,SW2_CAW311_Tanker,31/10/2018,11:21:59,326,12.9267/77.5598,Banagiri Nagar,,2007d 18h 32m
10,C3_KA04AA9028_DESILTING,c3_ka04aa9028_desilting,18/11/2019,16:58:37,28,13.0016/77.6279,Seva Nagar,,1128d 11h 30m
11,C1_KA04850_TANKER,c1_ka04850_tanker,20/11/2019,16:14:40,3576,12.9830/77.5851,Kanija Bhavan,,1127d 18h 16m
12,C3_KA03B965_JETTING,c3_ka03b965_jetting,30/12/2019,14:29:16,11427,12.9953/77.6152,FrazerTown,,1087d 20h 03m
13,SW2_CAW236_JETTING,sw2_caw236_jetting,2/1/2020,12:58:16,1736,12.8814/77.5453,Vasantpura,,1084d 19h 08m
14,NE2_KA04A3048_JETTING,ne2_ka04a3048_jetting,8/1/2020,10:22:15,15629,13.0186/77.6128,Keval Bhairsandra,,1079d 00h 04m
15,SW4_KA05D8079_TANKER,sw4_ka05d8079_tanker,9/1/2020,14:10:39,16856,12.9707/77.5910,Iris Hotel,,1077d 20h 15m
16,N2_KA04C2201_JETTING,n2_ka04c2201_jetting,14/1/2020,17:02:09,21679,13.1016/77.5862,Puttanahalli,,0d 19h 21m
17,SE1_KA03B964_JETTING,se1_ka03b964_jetting,14/1/2020,18:12:54,769415,12.8804/77.5464,Vasantpura,,1072d 16h 13m
18,NE3_KA04A6215_JETTING,ne3_ka04a6215_jetting,16/1/2020,12:16:15,17587,13.0199/77.6093,Keval Bhairsandra,,366d 20h 54m
19,NE3_KA04AA1783_DESILTING,ne3_ka04aa1783_desilting,16/1/2020,13:32:30,23445,13.0298/77.5887,CBI,,424d 23h 38m
20,SE1_KA04A3046_JETTING,se1_ka04a3046_jetting,16/1/2020,13:32:37,18216,12.9581/77.6124,Hotel Royal Heritage,,1070d 20h 53m
21,W4_KA04B6770_JETTING,w4_ka04b6770_jetting,16/1/2020,13:32:37,16480,12.9675/77.5331,Maruthi Mandir,,417d 22h 29m
22,S4_KA04C5152_JETTING,s4_ka04c5152_jetting,16/6/2020,13:04:34,18568,12.9771/77.4381,Bayandhalli,,918d 21h 27m
24,WWM_KC1_KA04AA5948_DESILTING,wwm_kc1_ka04aa5948_desilting,23/7/2020,13:20:39,48091,12.9006/77.5857,Hotel Nandhini J.P.Nagar,,881d 21h 11m
25,SW2_KA04D4605_JETTING,sw2_ka04d4605_jetting,29/7/2020,10:25:19,17890,12.9296/77.5350,Hosakerahalli,,876d 00h 06m
26,NE1_CAA3313_TANKER,ne1_caa3313_tanker,29/7/2020,10:29:11,13729,13.0111/77.5672,Malleshwaram,,876d 00h 02m
27,NE1_KA04A9515_JETTING,ne1_ka04a9515_jetting,7/10/2020,11:34:01,4283,13.0119/77.5677,Malleshwaram,,47d 17h 09m
28,C3_KA04C5156_JETTING,c3_ka04c5156_jetting,30/11/2020,15:44:16,8278,12.9934/77.5212,KamalaNagar,,751d 18h 46m
29,NE2_KA05AD2943_DESILTING,ne2_ka05ad2943_desilting,7/12/2020,12:34:06,281,12.9897/77.5787,Seshadripuram,,744d 21h 57m
30,SW1_KA04A9520_JETTING,sw1_ka04a9520_jetting,12/1/2021,12:17:59,9897,12.9777/77.4387,Bayandhalli,,708d 22h 12m
31,S2_KA04C5149_JETTING,s2_ka04c5149_jetting,26/1/2021,16:15:26,19876,12.8735/77.5845,Quality Inn Shravanthi,,694d 18h 15m
32,S2_KA04D5299_TANKER,s2_ka04d5299_tanker,19/6/2021,15:31:04,60465,12.8739/77.5842,Quality Inn Shravanthi,,550d 18h 59m
33,SE1_KA04C5154_JETTING,se1_ka04c5154_jetting,1/7/2021,13:35:59,15913,12.9741/77.6297,Jogupalya,,0d 18h 18m
34,W1_KA05AD2945_DESILTING,w1_ka05ad2945_desilting,17/9/2021,11:15:20,7200,13.0099/77.5679,Malleshwaram,,460d 23h 17m
35,E2_KA04D5291_TANKER,e2_ka04d5291_tanker,26/9/2021,10:51:46,3048,12.9771/77.7115,Radha Hometel,,47d 19h 56m
36,C3_KA05D8078_TANKER,c3_ka05d8078_tanker,2/10/2021,13:10:13,9619,13.0090/77.6163,Doddajivanhalli,,445d 21h 22m
37,W2_KA04C5134_JETTING,w2_ka04c5134_jetting,27/11/2021,9:11:53,15431,12.9780/77.5109,Nagarbhavi,,0d 00h 00m
38,WWM_VV2_KA53B3462_JETTING,wwm_vv2_ka53b3462_jetting,9/12/2021,13:16:01,12263,12.9366/77.5211,Nayandanahalli,,377d 21h 16m
39,S2_KA04D4104_JETTING,s2_ka04d4104_jetting,31/12/2021,17:35:16,21600,12.8735/77.5846,Quality Inn Shravanthi,,0d 00h 00m
40,E4_KA04D6648_JETTING,e4_ka04d6648_jetting,25/1/2022,11:55:50,13752,12.9925/77.6787,Mahadevapura,,0d 18h 11m
41,WWM_KC1_KA53B3464_JETTING,wwm_kc1_ka53b3464_jetting,10/2/2022,7:12:13,13623,12.9561/77.6436,Hare Krishna Residency,,2d 17h 52m
42,C3_KA02AC5950_JETTING,c3_ka02ac5950_jetting,13/2/2022,21:43:27,17166,13.0013/77.6279,Seva Nagar,,0d 00h 00m
45,SE2_KA03C5068_TANKER,se2_ka03c5068_tanker,3/3/2022,17:51:57,1056415,12.9705/77.5914,Iris Hotel,,293d 16h 40m
46,WWM_VV1_KA53B3460_JETTING,wwm_vv1_ka53b3460_jetting,27/3/2022,23:48:42,273,12.9367/77.5210,Nayandanahalli,,21d 20h 14m
47,C1_KA041A7291_JETTING,c1_ka041a7291_jetting,5/4/2022,10:05:48,12340,12.9828/77.5851,Kanija Bhavan,,1d 22h 07m
48,NW1_KA04A9519_JETTING,nw1_ka04a9519_jetting,22/4/2022,10:49:08,24278,13.0089/77.5490,NarayanaNethralaya,,243d 23h 43m
49,C2_KA04C5127_JETTING,c2_ka04c5127_jetting,23/4/2022,15:27:03,18011,12.9872/77.5899,Hotel Chalukya,,0d 22h 57m
50,N3_KA04D4102_JETTING,n3_ka04d4102_jetting,24/4/2022,18:27:07,48841,13.0820/77.5404,Shingapur,,0d 00h 00m
51,E2_KA04D5163_JETTING,e2_ka04d5163_jetting,4/5/2022,9:58:22,35624,12.9761/77.7102,Keys Hotel Whitefield Bangalore,,0d 00h 12m
52,N2_KA04D5125_TANKER,n2_ka04d5125_tanker,7/5/2022,15:38:49,13275,13.0591/77.5871,Chairman's Club & Resort,,0d 00h 00m
53,E3_KA02AC5938_JETTING,e3_ka02ac5938_jetting,14/5/2022,17:49:02,27675,13.0080/77.6900,Krishnarpur,,0d 00h 00m
54,WWM_KA53B3470_SUCTION,wwm_ka53b3470_suction,19/5/2022,16:49:09,18577,13.0441/77.6430,Geddalhalli,,0d 17h 25m
55,WWM_KC2_KA53B3473_DUMPTANKER,wwm_kc2_ka53b3473_dumptanker,20/5/2022,14:45:58,3327,12.9561/77.6434,Hare Krishna Residency,,215d 19h 46m
56,C1_KA04D5123_TANKER,c1_ka04d5123_tanker,25/5/2022,8:53:12,9752,12.9830/77.5850,Kanija Bhavan,,0d 00h 00m
57,E4_KA04AB6022_JETTING,e4_ka04ab6022_jetting,25/5/2022,20:07:42,20819,12.9964/77.6769,K R Puram,,0d 00h 00m
58,S2_KA04AA7680_DESILTING,s2_ka04aa7680_desilting,25/5/2022,23:27:23,1609344,12.8734/77.5847,Quality Inn Shravanthi,,0d 00h 00m
59,WWM_KC1_KA53B3463_DUMPTANKER,wwm_kc1_ka53b3463_dumptanker,27/5/2022,9:07:16,14379,12.9560/77.6437,Hare Krishna Residency,,168d 03h 39m
61,WWM_KA53B3474_DUMPING,wwm_ka53b3474_dumping,28/5/2022,11:39:11,11109,13.0419/77.5971,Gudahalli,,27d 23h 55m
62,SW4_KA04C2198_JETTING,sw4_ka04c2198_jetting,28/5/2022,13:19:35,25519,12.9224/77.5896,Jayanagar 9th Block,,0d 00h 00m
63,SW4_KA04D4106_JETTING,sw4_ka04d4106_jetting,29/5/2022,18:31:00,81777,12.9355/77.5886,Jayanagar Swimming Pool,,0d 00h 18m
65,C3_KA03C5048_TANKER,c3_ka03c5048_tanker,31/5/2022,11:19:38,10587,13.0287/77.7687,Kanamangala,,104d 22h 36m
67,S1_KA04C5144_JETTING,s1_ka04c5144_jetting,1/6/2022,17:00:07,40268,12.9083/77.5346,Kodipur,,0d 00h 02m
68,C3_KA02AC5935_JETTING,c3_ka02ac5935_jetting,3/6/2022,8:00:53,19217,13.0014/77.6274,Seva Nagar,,0d 00h 00m
69,SE1_KA04C5150_JETTING,se1_ka04c5150_jetting,4/6/2022,6:51:38,18871,13.0103/77.5665,Malleshwaram,,0d 00h 00m
70,WWM_KA53B3477_DUMPING,wwm_ka53b3477_dumping,4/6/2022,9:52:18,5802,13.0427/77.5872,Hebbal Kere,,201d 00h 39m
71,WWM_KA53B3476_DUMPING,wwm_ka53b3476_dumping,4/6/2022,16:30:37,26061,13.0426/77.6014,Visvesvaraya Nagenhalli,,0d 00h 00m
73,SW4_KA04C2203_JETTING,sw4_ka04c2203_jetting,7/6/2022,15:01:55,30920,12.9126/77.5989,Mico Layout (Near Shilpa Kala Mantapa),,0d 00h 00m
75,SW4_KA04C5151_JETTING,sw4_ka04c5151_jetting,8/6/2022,12:53:44,19989,12.9371/77.6089,The Forum,,18d 20h 05m
76,W1_KA02B6769_JETTING,w1_ka02b6769_jetting,10/6/2022,10:48:43,24315,12.9700/77.5508,Goripalya,,0d 00h 00m
77,WWM_KA53B3475_DUMPING,wwm_ka53b3475_dumping,10/6/2022,11:56:34,12299,13.0413/77.5969,Gudahalli,,34d 00h 27m
78,NW2_KA04D4113_JETTING,nw2_ka04d4113_jetting,10/6/2022,16:56:00,13492,12.9842/77.5371,BasaveshNagar,,17d 00h 26m
79,SE3_KA02AC5940_JETTING,se3_ka02ac5940_jetting,11/6/2022,7:54:24,15991,12.9279/77.6214,De-Oriell Hotel,,6d 19h 32m
80,S2_KA04D5124_TANKER,s2_ka04d5124_tanker,13/6/2022,11:49:33,40595,12.8736/77.5841,Quality Inn Shravanthi,,26d 17h 02m
81,E4_KA04AA7684_DESILTING,e4_ka04aa7684_desilting,14/6/2022,11:06:11,17486,12.9966/77.6765,K R Puram,,0d 00h 00m
82,SW1_KA04A9522_JETTING,sw1_ka04a9522_jetting,14/6/2022,14:17:17,740150,12.9623/77.5785,Hotel Sapphire,,190d 20h 15m
83,E1_KA02AC4521_JETTING,e1_ka02ac4521_jetting,14/6/2022,18:30:13,32738,13.0209/77.6496,Babushibpalya,,0d 00h 00m
84,W4_KA04C5129_JETTING,w4_ka04c5129_jetting,15/6/2022,18:20:01,26916,12.8743/77.5182,Poornapragana Layout,,147d 21h 48m
85,SE3_KA04AA7687_DESILTING,se3_ka04aa7687_desilting,16/6/2022,16:24:14,16143,12.9767/77.4423,Bayandhalli,,23d 18h 16m
86,E4_KA04D5309_TANKER,e4_ka04d5309_tanker,16/6/2022,22:00:51,34093,12.9963/77.6770,K R Puram,,25d 15h 27m
87,W1_KA02D3148_TANKER,w1_ka02d3148_tanker,17/6/2022,14:15:07,16093,12.9568/77.5480,Timer yard Layout,,0d 00h 00m
88,SW4_KA04D5298_TANKER,sw4_ka04d5298_tanker,18/6/2022,8:45:40,32317,12.9355/77.5890,Jayanagar Swimming Pool,,0d 00h 00m
89,NW2_KA04C5133_JETTING,nw2_ka04c5133_jetting,18/6/2022,16:13:36,14416,12.9940/77.5290,KamalaNagar,,0d 01h 28m
90,NW3_KA04C2197_JETTING,nw3_ka04c2197_jetting,18/6/2022,22:57:34,19062,13.0329/77.5185,Choksandra,,9d 19h 51m
91,SW3_KA05A8077_TANKER,sw3_ka05a8077_tanker,20/6/2022,6:49:43,24230,12.9428/77.5757,Venus Residency,,0d 00h 00m
92,E1_KA04C5153_JETTING,e1_ka04c5153_jetting,20/6/2022,8:45:18,45409,13.0121/77.6558,Chansandra,,0d 00h 00m
93,NE1_KA04A9516_JETTING,ne1_ka04a9516_jetting,20/6/2022,9:00:48,264832,12.9310/77.5400,Hosakerahalli,,0d 00h 00m
94,S1_KA05AD2936_DESILTING,s1_ka05ad2936_desilting,20/6/2022,9:12:14,1609344,12.9162/77.5729,Banashankari,,0d 00h 00m
95,C3_KA04D4276_JETTING,c3_ka04d4276_jetting,20/6/2022,16:59:10,15695,13.0016/77.6275,Seva Nagar,,0d 00h 00m
96,NE2_KA04AB5800_JETTING,ne2_ka04ab5800_jetting,21/6/2022,4:41:38,12289,13.0103/77.5672,Malleshwaram,,0d 00h 00m
97,N1_KA04C5141_JETTING,n1_ka04c5141_jetting,21/6/2022,9:15:28,30765,13.0602/77.5061,Bagulkuntte,,0d 00h 00m
98,NE3_KA04AA1780_DESILTING,ne3_ka04aa1780_desilting,21/6/2022,9:38:39,14157,13.0316/77.5899,Ananda Nagar,,0d 01h 11m
99,SE2_KA04D4611_JETTING,se2_ka04d4611_jetting,21/6/2022,13:18:37,30797,12.9012/77.6621,Kassavanahalli,,0d 00h 00m
100,S4_KA04AA7683_DESILTING,s4_ka04aa7683_desilting,21/6/2022,15:18:24,13808,13.0214/77.5369,RajKumar Samidhi,,74d 15h 09m
101,NW1_KA04C5131_JETTING,nw1_ka04c5131_jetting,21/6/2022,17:08:25,14519,13.0075/77.5508,Nagapura,,0d 00h 00m
102,E1_KA04A3281_JETTING,e1_ka04a3281_jetting,22/6/2022,9:16:25,21964,13.0347/77.6327,Hennur Kere,,0d 00h 00m
103,WWM_KC2_KA53B3469_JETTING,wwm_kc2_ka53b3469_jetting,22/6/2022,9:31:57,85351,12.9562/77.6435,Hare Krishna Residency,,0d 00h 00m
104,SW1_KA04A3045_JETTING,sw1_ka04a3045_jetting,22/6/2022,11:27:34,19427,12.9560/77.5891,Pai Vaibhav,,11d 20h 01m
105,NW3_KA04D5165_JETTING,nw3_ka04d5165_jetting,22/6/2022,13:07:02,20960,13.0324/77.5186,Choksandra,,0d 00h 23m
106,E2_KA04C5158_JETTING,e2_ka04c5158_jetting,22/6/2022,16:50:54,20754,12.9946/77.7178,Hoodi,,0d 18h 43m
107,NE3_KA04C3715_JETTING,ne3_ka04c3715_jetting,23/6/2022,12:25:05,18093,13.0351/77.6004,Not found!,,0d 00h 00m
108,NE3_KA04AA1782_DESILTING,ne3_ka04aa1782_desilting,23/6/2022,12:55:33,18183,13.0456/77.5927,Bellary Rd,,0d 07h 58m
109,NE3_KA04A3042_JETTING,ne3_ka04a3042_jetting,24/6/2022,7:16:19,1594036,13.0300/77.5701,Gedalhalli,,0d 23h 47m
110,SE3_KA04D5311_TANKER,se3_ka04d5311_tanker,24/6/2022,9:49:24,17406,12.9280/77.6216,De-Oriell Hotel,,138d 21h 14m
111,NE3_KA04B7114_TANKER,ne3_ka04b7114_tanker,24/6/2022,12:04:09,44678,13.0104/77.5673,Malleshwaram,,28d 22h 48m
112,E1_KA04D5294_TANKER,e1_ka04d5294_tanker,24/6/2022,15:58:25,10359,13.0938/77.5899,Shaneeswar Mandir Allala Sandra,,0d 00h 00m
113,NE1_KA04B7111_TANKER,ne1_ka04b7111_tanker,24/6/2022,16:46:57,12605,13.0113/77.5677,Malleshwaram,,4d 15h 34m
114,SE3_KA04A3044_JETTING,se3_ka04a3044_jetting,25/6/2022,2:22:49,18300,12.9281/77.6216,De-Oriell Hotel,,0d 00h 00m
115,SW3_KA02AC5929_JETTING,sw3_ka02ac5929_jetting,25/6/2022,5:26:52,22221,12.9429/77.5764,Venus Residency,,0d 00h 13m
116,NE3_KA04AA1781_DESILTING,ne3_ka04aa1781_desilting,25/6/2022,8:50:29,12823,13.0232/77.5937,Coreltree,,0d 00h 00m
117,NE3_KA02AC5944_JETTING,ne3_ka02ac5944_jetting,25/6/2022,9:37:22,76333,13.0244/77.5828,Kaisar-i Hind Mills,,0d 00h 00m
120,NW1_KA04D4278_JETTING,nw1_ka04d4278_jetting,25/6/2022,10:40:16,17663,13.0081/77.5454,Nagapura,,0d 17h 23m
121,E3_KA04SD4157_JETTING,e3_ka04sd4157_jetting,25/6/2022,11:02:29,40812,13.0201/77.6902,Sontammanhalli,,0d 00h 00m
122,NE2_KA04D4272_JETTING,ne2_ka04d4272_jetting,25/6/2022,12:11:27,18156,12.9950/77.5764,Hotel Magaji Orchids,,0d 21h 06m
123,NE3_KA04AA1784_DESILTING,ne3_ka04aa1784_desilting,25/6/2022,12:17:53,15087,13.0281/77.6139,Shampura,,1d 20h 49m
124,S3_KA04AA9017_DESILTING,s3_ka04aa9017_desilting,25/6/2022,12:47:52,17912,12.9158/77.6070,Samrudhii Suites,,23d 00h 45m
126,E3_KA04AB6023_JETTING,e3_ka04ab6023_jetting,25/6/2022,13:58:04,29633,13.0082/77.6899,Krishnarpur,,0d 17h 22m
127,NW3_KA04AA7686_DESILTING,nw3_ka04aa7686_desilting,25/6/2022,14:02:23,15129,13.0328/77.5183,Choksandra,,1d 14h 23m
128,E1_KA04AB6024_JETTING,e1_ka04ab6024_jetting,25/6/2022,14:09:46,16420,,,,7d 11h 45m
129,E3_KA04D5127_TANKER,e3_ka04d5127_tanker,25/6/2022,14:42:54,23492,13.0134/77.6794,RamamurthyNagar,,1d 01h 14m
130,SW2_KA04D5285_TANKER,sw2_ka04d5285_tanker,25/6/2022,14:46:55,22005,12.9429/77.5758,Venus Residency,,44d 18h 13m
131,SE3_KA04D4155_JETTING,se3_ka04d4155_jetting,25/6/2022,15:19:01,22248,12.9252/77.6401,Koramangala Teachers Colony,,0d 00h 02m
132,C2_KA04D4107_JETTING,c2_ka04d4107_jetting,25/6/2022,15:22:25,17004,12.9919/77.6041,Fortune Select Jp Cosmos Bengaluru,,0d 00h 00m
133,WWM_VV2_KA53B3461_DUMPTANKER,wwm_vv2_ka53b3461_dumptanker,25/6/2022,15:58:47,18102,12.9365/77.5212,Nayandanahalli,,0d 00h 00m
134,SE1_KA04D4110_JETTING,se1_ka04d4110_jetting,25/6/2022,16:22:55,17262,12.9582/77.6122,Hotel Royal Heritage,,0d 00h 09m
135,E3_KA04C5159_JETTING,e3_ka04c5159_jetting,25/6/2022,17:36:32,28167,13.0084/77.6893,Krishnarpur,,3d 15h 40m
136,W3_KA04D5305_TANKER,w3_ka04d5305_tanker,25/6/2022,18:58:35,3264,12.9870/77.4784,Cachohalli,,0d 00h 00m
137,SE3_KA05B8084_TANKER,se3_ka05b8084_tanker,25/6/2022,19:28:40,18560,12.9340/77.6776,Ibis Bengaluru Techpark,,0d 01h 36m
138,NE2_KA04A9517_JETTING,ne2_ka04a9517_jetting,25/6/2022,20:24:10,10831,12.9904/77.5779,Seshadripuram,,15d 01h 19m
139,W3_KA04D5156_JETTING,w3_ka04d5156_jetting,25/6/2022,22:34:56,1609344,12.9196/77.5218,Kenchenahalli,,0d 00h 00m
140,S1_KA05B6541_JETTING,s1_ka05b6541_jetting,25/6/2022,23:03:40,170786,12.9093/77.5633,Bendre,,0d 00h 00m
141,E2_KA04AB6020_JETTING,e2_ka04ab6020_jetting,26/6/2022,1:27:31,25186,,,,0d 00h 00m
142,SE1_KA049409_JETTING,se1_ka049409_jetting,26/6/2022,10:02:17,12089,12.9613/77.6381,Domlur Bus Stop,,0d 00h 54m
143,N1_KA04D5126_TANKER,n1_ka04d5126_tanker,26/6/2022,13:15:30,14710,13.0620/77.5048,Bagalkunti,,0d 00h 00m
144,WWM_VV1_KA53B3459_DUMPING,wwm_vv1_ka53b3459_dumping,26/6/2022,13:43:24,4083,12.9366/77.5211,Nayandanahalli,,0d 00h 00m
145,NW1_KA042D3161_TANKER,nw1_ka042d3161_tanker,26/6/2022,15:19:51,20418,12.9887/77.5523,ESI,,0d 00h 02m
146,NW1_KA04D6656_JETTING,nw1_ka04d6656_jetting,26/6/2022,16:01:16,44583,13.0075/77.5508,Nagapura,,0d 00h 00m
147,E1_KA04D5122_TANKER,e1_ka04d5122_tanker,26/6/2022,19:00:41,26546,13.0207/77.6495,Babushibpalya,,0d 00h 00m
148,S4_KA05D8083_TANKER,s4_ka05d8083_tanker,26/6/2022,19:12:20,34984,12.9111/77.6441,HSR Club,,0d 07h 25m
149,NE2_KA04B7110_TANKER,ne2_ka04b7110_tanker,26/6/2022,20:47:28,34347,13.0113/77.5677,Malleshwaram,,14d 18h 43m
150,W1_KA04D6653_JETTING,w1_ka04d6653_jetting,26/6/2022,21:04:57,12014,12.9754/77.5618,Bangalore City Railway Station,,0d 00h 00m
151,S4_KA04C5145_JETTING,s4_ka04c5145_jetting,26/6/2022,22:00:38,25645,12.8979/77.6203,Hongasandra,,41d 00h 12m
